Category,Product,College,Size,Selling Price,Units Sold,Cost Price,Month
Stationery,Sticky Notes,Rizvi College,A5,110,219,70.0,September
Bags & Cases,Backpack,Bhavan's College,15-inch,800,131,610.0,February
Stationery,Pen Set,Thakur College,A4,50,92,40.0,July
Accessories,Keychain,Mumbai University,Small,480,186,350.0,March
Accessories,College Badge,Sinhgad College,Large,350,212,180.0,November
Gadgets,Earphones,Sinhgad College,32GB,680,289,510.0,March
Stationery,Branded Notebook,DJ Sanghvi,A5,120,75,100.0,April
Accessories,Keychain,VIT Pune,Adjustable,250,489,210.0,August
Accessories,Keychain,VESIT,Small,90,409,50.0,May
Gadgets,Wireless Mouse,SKNCOE,256GB,1190,260,810.0,June
Accessories,College Cap,VESIT,Small,330,385,200.0,April
Accessories,Shoes,COEP,UK10,200,345,100.0,June
Gadgets,Powerbank,MIT WPU,128GB,600,364,510.0,August
Apparel,Jacket,DJ Sanghvi,S,600,247,450.0,June
Stationery,Sticky Notes,COEP,A4,80,380,50.0,January
Gadgets,Earphones,Sinhgad College,32GB,1330,194,740.0,December
Accessories,College Cap,MIT WPU,Small,130,217,110.0,December
Stationery,Pen Set,VIT Pune,B5,130,104,70.0,May
Gadgets,Powerbank,Thakur College,64GB,840,177,490.0,January
Stationery,Sticky Notes,Bhavan's College,A5,140,35,70.0,July
Gadgets,Earphones,Bhavan's College,128GB,1260,395,910.0,June
Apparel,Sweatshirt,NMIMS,M,310,494,220.0,April
Stationery,Pen Set,RAIT,A5,120,236,100.0,January
Apparel,Jacket,Rizvi College,M,320,472,220.0,March
Accessories,Wrist Band,NMIMS,Small,450,21,360.0,September
Bags & Cases,Laptop Bag,Bharati Vidyapeeth,15-inch,550,93,460.0,August
Stationery,Pen Set,SIES,A5,110,66,70.0,September
Gadgets,Earphones,Bharati Vidyapeeth,256GB,920,190,720.0,February
Gadgets,Wireless Mouse,Modern College,256GB,570,31,460.0,October
Accessories,College Badge,Modern College,Large,470,129,350.0,March
Stationery,Branded Notebook,Thakur College,A4,70,494,40.0,August
Gadgets,Powerbank,VESIT,32GB,1160,253,930.0,September
Accessories,Keychain,DY Patil Pune,Small,370,294,290.0,September
Gadgets,Powerbank,Modern College,32GB,1260,252,1050.0,December
Bags & Cases,Tote Bag,Modern College,15-inch,800,301,530.0,November
Accessories,Keychain,VIT Pune,Free Size,130,241,70.0,May
Accessories,Shoes,NMIMS,UK6,380,39,330.0,June
Apparel,Jacket,SIES,L,410,323,320.0,July
Bags & Cases,Laptop Bag,St. Xavier's Mumbai,13-inch,210,235,180.0,May
Gadgets,Wireless Mouse,SPIT,64GB,530,175,290.0,April
Apparel,College T-Shirt,VIT Pune,M,440,457,270.0,June
Bags & Cases,Tote Bag,SPIT,17-inch,200,456,180.0,July
Apparel,Sweatshirt,VIT Pune,M,390,342,290.0,June
Gadgets,Pendrive 32GB,PCCOE,32GB,1170,482,900.0,June
Accessories,Shoes,DY Patil Pune,UK9,500,386,350.0,August
Bags & Cases,Backpack,HR College,17-inch,560,488,390.0,July
Accessories,College Cap,HR College,Small,150,428,130.0,June
Bags & Cases,College Pouch,Mumbai University,13-inch,750,489,470.0,February
Accessories,College Badge,VESIT,Small,240,340,120.0,May
Apparel,Jacket,SIES,M,450,301,310.0,June
Apparel,College T-Shirt,VIT Pune,L,610,344,530.0,March
Bags & Cases,Laptop Bag,Wilson College,13-inch,350,340,290.0,February
Stationery,Pen Set,St. Xavier's Mumbai,A4,120,28,80.0,September
Gadgets,Powerbank,DY Patil Pune,32GB,1390,331,820.0,February
Gadgets,Earphones,Mumbai University,64GB,970,460,780.0,September
Stationery,Branded Notebook,Bhavan's College,A5,130,181,70.0,November
Bags & Cases,Backpack,Thakur College,17-inch,520,285,280.0,October
Apparel,College T-Shirt,St. Xavier's Mumbai,L,410,453,340.0,July
Stationery,Pen Set,MIT WPU,A4,120,137,70.0,October
Stationery,Branded Notebook,AISSMS,A4,110,166,100.0,June
Accessories,Shoes,VIIT,UK6,60,352,50.0,June
Gadgets,Earphones,MIT WPU,32GB,1400,486,1180.0,August
Bags & Cases,Backpack,Bharati Vidyapeeth,15-inch,760,299,680.0,September
Stationery,Pen Set,Rizvi College,A4,60,294,30.0,October
Stationery,Branded Notebook,Rizvi College,B5,120,467,100.0,February
Bags & Cases,College Pouch,Sinhgad College,15-inch,780,410,670.0,November
Stationery,Sticky Notes,Sinhgad College,A5,140,303,120.0,December
Stationery,Pen Set,St. Xavier's Mumbai,B5,100,265,60.0,February
Gadgets,Pendrive 32GB,Mumbai University,128GB,810,429,450.0,May
Stationery,Pen Set,Fr. Agnel,A5,90,333,50.0,February
Accessories,College Cap,St. Xavier's Mumbai,Large,260,286,170.0,February
Gadgets,Pendrive 32GB,KJ Somaiya,32GB,1000,309,530.0,November
Accessories,Shoes,NMIMS,UK10,400,394,200.0,August
Accessories,Keychain,Sinhgad College,Large,370,260,260.0,September
Stationery,Branded Notebook,SIES,A4,80,414,60.0,October
Apparel,Jacket,St. Xavier's Mumbai,L,450,399,400.0,December
Stationery,Branded Notebook,Mumbai University,A4,100,192,90.0,April
Accessories,College Socks,Thakur College,Adjustable,270,74,170.0,March
Gadgets,Wireless Mouse,SKNCOE,32GB,1400,165,880.0,January
Stationery,Sticky Notes,Fr. Agnel,B5,100,140,70.0,December
Apparel,Hoodie,VIIT,M,520,94,380.0,April
Accessories,College Socks,NMIMS,Large,70,26,50.0,November
Stationery,Branded Notebook,VIIT,A4,110,161,90.0,May
Accessories,Keychain,Wilson College,Adjustable,460,193,340.0,February
Stationery,Pen Set,VIT Pune,A4,110,248,90.0,November
Accessories,Shoes,RAIT,UK6,260,59,210.0,May
Gadgets,Pendrive 32GB,DY Patil Pune,128GB,1350,96,1000.0,November
Apparel,College T-Shirt,KJ Somaiya,S,500,304,300.0,December
Apparel,Hoodie,SPIT,L,380,254,210.0,April
Apparel,Sweatshirt,HR College,S,600,189,540.0,April
Gadgets,Powerbank,NMIMS,256GB,650,191,530.0,October
Apparel,Hoodie,Sinhgad College,S,530,426,410.0,November
Bags & Cases,College Pouch,RAIT,15-inch,450,184,230.0,December
Apparel,Jacket,VIT Pune,S,700,100,420.0,May
Accessories,College Badge,Thakur College,Large,140,12,70.0,July
Gadgets,Pendrive 32GB,VESIT,32GB,520,385,300.0,May
Bags & Cases,Backpack,Wilson College,13-inch,650,366,430.0,July
Gadgets,Powerbank,VIIT,64GB,800,464,540.0,March
Bags & Cases,Tote Bag,Sinhgad College,13-inch,200,36,110.0,July
Bags & Cases,Laptop Bag,St. Xavier's Mumbai,15-inch,810,312,690.0,August
Stationery,Branded Notebook,RAIT,A5,50,468,40.0,March
Bags & Cases,Backpack,VIIT,15-inch,630,15,360.0,May
Accessories,Wrist Band,Fr. Agnel,Small,300,242,260.0,August
Stationery,Folder,VIT Pune,A4,130,324,100.0,August
Stationery,Folder,VIIT,B5,80,83,70.0,July
Gadgets,Wireless Mouse,Fr. Agnel,64GB,780,344,440.0,April
Gadgets,Earphones,SIES,64GB,840,316,510.0,October
Accessories,College Socks,PICT,Adjustable,420,129,240.0,January
Gadgets,Earphones,VESIT,128GB,910,468,680.0,May
Bags & Cases,Laptop Bag,HR College,15-inch,480,83,250.0,December
Apparel,Hoodie,HR College,M,480,212,280.0,August
Apparel,Jacket,Modern College,S,420,362,230.0,November
Stationery,Sticky Notes,AISSMS,A5,60,52,40.0,March
Gadgets,Pendrive 32GB,DJ Sanghvi,128GB,1480,455,1260.0,August
Accessories,Shoes,Modern College,UK9,130,379,100.0,September
Accessories,College Socks,VESIT,Large,130,380,80.0,July
Accessories,College Cap,SKNCOE,Large,280,100,230.0,April
Gadgets,Powerbank,Rizvi College,32GB,1300,99,890.0,July
Stationery,Folder,NMIMS,B5,70,311,50.0,April
Accessories,College Cap,Wilson College,Adjustable,260,406,140.0,May
Apparel,Jacket,Modern College,S,790,43,630.0,May
Stationery,Branded Notebook,Bhavan's College,A4,90,390,80.0,March
Gadgets,Powerbank,SIES,64GB,1450,90,780.0,March
Stationery,Branded Notebook,SIES,B5,70,191,60.0,April
Gadgets,Wireless Mouse,KJ Somaiya,64GB,730,32,550.0,December
Stationery,Pen Set,NMIMS,A5,110,435,70.0,September
Apparel,Sweatshirt,VESIT,L,710,419,500.0,June
Accessories,Keychain,Rizvi College,Free Size,190,442,170.0,April
Gadgets,Powerbank,Thakur College,256GB,540,164,350.0,July
Stationery,Sticky Notes,St. Xavier's Mumbai,A4,110,205,70.0,June
Accessories,Keychain,HR College,Free Size,370,201,200.0,February
Apparel,Jacket,NMIMS,L,640,449,350.0,January
Stationery,Pen Set,Rizvi College,B5,100,387,60.0,September
Gadgets,Earphones,Fr. Agnel,64GB,700,305,570.0,November
Gadgets,Earphones,HR College,256GB,650,481,550.0,March
Apparel,Hoodie,Fr. Agnel,L,700,201,590.0,April
Gadgets,Earphones,NMIMS,32GB,500,233,390.0,February
Bags & Cases,College Pouch,DJ Sanghvi,17-inch,1000,92,830.0,December
Stationery,Sticky Notes,Thakur College,B5,70,455,40.0,September
Bags & Cases,College Pouch,SPIT,17-inch,660,117,460.0,August
Bags & Cases,College Pouch,PICT,13-inch,770,13,460.0,December
Stationery,Branded Notebook,St. Xavier's Mumbai,A5,110,419,80.0,January
Apparel,Jacket,VIIT,M,360,70,310.0,January
Bags & Cases,Backpack,AISSMS,17-inch,940,411,480.0,April
Bags & Cases,Laptop Bag,Fr. Agnel,15-inch,490,243,250.0,February
Bags & Cases,Backpack,St. Xavier's Mumbai,15-inch,530,211,460.0,June
Accessories,Shoes,MIT WPU,UK7,260,309,180.0,December
Accessories,College Badge,Fr. Agnel,Large,490,495,270.0,August
Stationery,Branded Notebook,St. Xavier's Mumbai,A5,70,220,60.0,July
Bags & Cases,Backpack,Bharati Vidyapeeth,15-inch,770,368,600.0,November
Apparel,College T-Shirt,COEP,S,400,227,300.0,January
Stationery,Sticky Notes,PICT,A4,80,171,40.0,May
Stationery,Pen Set,Fr. Agnel,A5,130,341,70.0,February
Bags & Cases,Tote Bag,DY Patil Pune,17-inch,410,182,320.0,January
Gadgets,Powerbank,Mumbai University,32GB,1310,66,880.0,January
Bags & Cases,Tote Bag,Bharati Vidyapeeth,17-inch,690,221,600.0,December
Gadgets,Powerbank,Wilson College,32GB,610,453,320.0,September
Bags & Cases,Laptop Bag,NMIMS,15-inch,910,335,800.0,July
Gadgets,Earphones,VIT Pune,256GB,620,413,390.0,May
Gadgets,Pendrive 32GB,AISSMS,32GB,1290,493,710.0,September
Accessories,College Badge,HR College,Large,450,350,320.0,March
Apparel,Sweatshirt,AISSMS,L,610,499,530.0,May
Apparel,College T-Shirt,HR College,M,310,393,220.0,June
Accessories,College Cap,VESIT,Adjustable,450,147,400.0,December
Bags & Cases,Tote Bag,Mumbai University,15-inch,950,297,840.0,December
Gadgets,Earphones,DJ Sanghvi,128GB,620,44,330.0,June
Accessories,Wrist Band,PICT,Large,490,451,440.0,January
Stationery,Branded Notebook,AISSMS,A5,150,463,100.0,July
Bags & Cases,College Pouch,HR College,13-inch,250,391,180.0,January
Apparel,Hoodie,St. Xavier's Mumbai,L,620,82,480.0,October
Stationery,Sticky Notes,Rizvi College,B5,70,354,60.0,June
Apparel,College T-Shirt,KJ Somaiya,L,790,369,650.0,January
Gadgets,Earphones,COEP,256GB,600,345,350.0,April
Gadgets,Pendrive 32GB,PCCOE,64GB,1180,338,900.0,December
Gadgets,Powerbank,Sinhgad College,256GB,980,218,600.0,July
Stationery,Folder,NMIMS,A4,100,245,80.0,July
Accessories,College Socks,Sinhgad College,Large,270,141,160.0,January
Gadgets,Earphones,VIT Pune,128GB,930,436,470.0,September
Stationery,Sticky Notes,HR College,B5,130,98,70.0,September
Bags & Cases,Laptop Bag,NMIMS,17-inch,510,231,450.0,June
Stationery,Folder,SPIT,A5,70,239,40.0,November
Apparel,Hoodie,MIT WPU,M,450,77,350.0,September
Gadgets,Wireless Mouse,PICT,256GB,1020,491,600.0,September
Stationery,Branded Notebook,COEP,A5,80,159,40.0,September
Apparel,Sweatshirt,KJ Somaiya,S,760,194,530.0,April
Bags & Cases,Laptop Bag,DY Patil Pune,13-inch,470,344,400.0,November
Apparel,Jacket,SKNCOE,L,560,55,330.0,October
Accessories,College Socks,Thakur College,Free Size,160,306,90.0,May
Gadgets,Earphones,Bharati Vidyapeeth,64GB,720,292,430.0,January
Bags & Cases,Laptop Bag,Sinhgad College,17-inch,790,111,520.0,August
Stationery,Folder,HR College,A5,80,372,40.0,March
Apparel,Jacket,St. Xavier's Mumbai,M,620,27,340.0,February
Stationery,Sticky Notes,VIT Pune,A4,80,168,60.0,July
Gadgets,Earphones,Modern College,256GB,990,151,790.0,March
Bags & Cases,Backpack,PCCOE,17-inch,710,290,500.0,June
Accessories,Shoes,SIES,UK6,280,137,170.0,October
Stationery,Sticky Notes,Wilson College,B5,80,353,40.0,July
Bags & Cases,Tote Bag,Bhavan's College,15-inch,870,267,740.0,November
Stationery,Folder,NMIMS,B5,50,356,40.0,September
Stationery,Sticky Notes,Rizvi College,B5,140,318,110.0,September
Gadgets,Pendrive 32GB,PICT,128GB,1100,106,720.0,March
Accessories,Keychain,DY Patil Pune,Adjustable,400,303,240.0,November
Stationery,Sticky Notes,VESIT,A4,110,141,70.0,January
Stationery,Sticky Notes,SKNCOE,A4,70,311,40.0,May
Stationery,Folder,PCCOE,B5,90,27,60.0,July
Apparel,Jacket,PICT,M,460,142,240.0,May
Apparel,College T-Shirt,DY Patil Pune,L,380,42,310.0,May
Stationery,Branded Notebook,Fr. Agnel,B5,50,432,40.0,July
Bags & Cases,Tote Bag,VESIT,17-inch,530,148,290.0,June
Bags & Cases,Tote Bag,SKNCOE,15-inch,490,459,360.0,February
Bags & Cases,College Pouch,DJ Sanghvi,17-inch,350,459,260.0,July
Bags & Cases,Backpack,Mumbai University,13-inch,670,146,420.0,June
Bags & Cases,Tote Bag,Sinhgad College,13-inch,550,445,370.0,March
Stationery,Folder,DY Patil Pune,A5,80,439,60.0,March
Gadgets,Powerbank,Wilson College,128GB,1470,498,900.0,November
Apparel,Hoodie,St. Xavier's Mumbai,S,730,134,510.0,May
Gadgets,Pendrive 32GB,MIT WPU,256GB,1260,18,760.0,November
Stationery,Sticky Notes,VESIT,A4,100,193,70.0,August
Gadgets,Pendrive 32GB,KJ Somaiya,256GB,1430,399,1120.0,June
Stationery,Branded Notebook,SIES,B5,100,354,50.0,May
Stationery,Folder,Fr. Agnel,A4,120,315,70.0,February
Accessories,College Badge,Bhavan's College,Adjustable,370,78,320.0,October
Gadgets,Wireless Mouse,PCCOE,128GB,810,381,640.0,January
Accessories,Keychain,Thakur College,Small,460,199,300.0,March
Stationery,Branded Notebook,DY Patil Pune,B5,60,423,50.0,July
Apparel,Hoodie,Bhavan's College,M,400,24,220.0,August
Bags & Cases,Tote Bag,DY Patil Pune,15-inch,390,13,270.0,December
Stationery,Sticky Notes,NMIMS,B5,50,77,40.0,August
Bags & Cases,Backpack,Fr. Agnel,15-inch,700,11,510.0,August
Stationery,Pen Set,Bharati Vidyapeeth,A5,90,266,50.0,November
Accessories,College Badge,DY Patil Pune,Large,60,51,40.0,September
Stationery,Sticky Notes,AISSMS,A5,60,124,30.0,April
Accessories,College Badge,COEP,Large,120,340,100.0,October
Accessories,College Cap,Wilson College,Free Size,60,392,50.0,October
Apparel,College T-Shirt,PICT,M,420,253,350.0,February
Accessories,Wrist Band,COEP,Large,480,264,340.0,January
Stationery,Sticky Notes,HR College,A4,60,185,50.0,February
Stationery,Pen Set,SIES,B5,130,19,110.0,October
Accessories,College Badge,RAIT,Adjustable,170,160,130.0,July
Stationery,Pen Set,Fr. Agnel,A4,70,415,50.0,January
Gadgets,Wireless Mouse,VIIT,128GB,840,309,450.0,November
Bags & Cases,Tote Bag,Sinhgad College,15-inch,890,331,640.0,September
Stationery,Branded Notebook,RAIT,A4,90,322,80.0,September
Gadgets,Pendrive 32GB,COEP,32GB,1260,36,770.0,November
Bags & Cases,Laptop Bag,Rizvi College,15-inch,920,449,760.0,March
Bags & Cases,College Pouch,VIT Pune,17-inch,350,192,230.0,December
Accessories,College Socks,COEP,Large,310,243,260.0,January
Stationery,Pen Set,NMIMS,A5,90,14,50.0,November
Bags & Cases,College Pouch,Mumbai University,13-inch,540,336,280.0,February
Bags & Cases,Backpack,Sinhgad College,15-inch,330,352,250.0,September
Apparel,Sweatshirt,Fr. Agnel,S,470,97,370.0,July
Gadgets,Wireless Mouse,VESIT,64GB,980,319,730.0,March
Apparel,Jacket,Thakur College,M,640,231,490.0,October
Stationery,Sticky Notes,VIIT,B5,70,393,50.0,April
Gadgets,Earphones,VIIT,256GB,910,407,480.0,September
Bags & Cases,Backpack,VESIT,13-inch,670,258,340.0,September
Stationery,Sticky Notes,RAIT,B5,150,321,80.0,April
Bags & Cases,Backpack,Fr. Agnel,15-inch,200,436,130.0,December
Bags & Cases,Tote Bag,Modern College,13-inch,840,356,520.0,July
Accessories,College Badge,PCCOE,Adjustable,160,100,90.0,March
Accessories,Shoes,MIT WPU,UK9,430,325,260.0,November
Apparel,College T-Shirt,Fr. Agnel,L,390,167,200.0,December
Stationery,Sticky Notes,PCCOE,A4,140,285,110.0,June
Stationery,Branded Notebook,AISSMS,A5,70,161,60.0,December
Gadgets,Pendrive 32GB,SPIT,32GB,1250,430,1020.0,September
Apparel,Sweatshirt,VIT Pune,S,550,460,390.0,March
Stationery,Sticky Notes,VESIT,B5,50,466,30.0,November
Apparel,Jacket,SKNCOE,S,400,476,220.0,July
Gadgets,Earphones,Sinhgad College,256GB,1120,142,950.0,January
Accessories,College Badge,Bharati Vidyapeeth,Adjustable,450,332,250.0,March
Gadgets,Wireless Mouse,SIES,128GB,600,141,340.0,December
Stationery,Sticky Notes,MIT WPU,A5,120,470,90.0,November
Accessories,College Socks,Wilson College,Large,240,306,170.0,April
Apparel,Sweatshirt,PICT,L,730,186,610.0,January
Bags & Cases,College Pouch,DJ Sanghvi,15-inch,1000,154,530.0,June
Apparel,College T-Shirt,MIT WPU,M,780,184,450.0,October
Gadgets,Earphones,St. Xavier's Mumbai,64GB,600,309,370.0,September
Stationery,Pen Set,DY Patil Pune,B5,120,238,90.0,September
Stationery,Sticky Notes,Rizvi College,B5,60,227,40.0,December
Bags & Cases,Backpack,NMIMS,17-inch,880,84,750.0,May
Apparel,College T-Shirt,PCCOE,L,760,226,450.0,May
Gadgets,Wireless Mouse,SPIT,32GB,1480,246,910.0,September
Apparel,College T-Shirt,COEP,L,460,329,240.0,June
Gadgets,Earphones,MIT WPU,128GB,550,401,320.0,November
Apparel,Hoodie,VIIT,L,620,129,520.0,June
Bags & Cases,Laptop Bag,COEP,15-inch,720,150,490.0,December
Bags & Cases,Laptop Bag,Bharati Vidyapeeth,13-inch,510,447,460.0,January
Stationery,Pen Set,Rizvi College,B5,100,475,50.0,October
Stationery,Sticky Notes,SPIT,B5,130,108,90.0,October
Gadgets,Wireless Mouse,Sinhgad College,64GB,1370,142,1080.0,January
Apparel,College T-Shirt,Thakur College,M,510,198,270.0,September
Accessories,College Socks,Bharati Vidyapeeth,Free Size,170,97,110.0,July
Stationery,Pen Set,VIT Pune,A5,130,193,70.0,November
Gadgets,Earphones,DY Patil Pune,32GB,1220,340,730.0,February
Gadgets,Powerbank,Modern College,64GB,990,56,600.0,November
Stationery,Folder,Modern College,B5,80,145,70.0,February
Accessories,Wrist Band,KJ Somaiya,Free Size,380,234,330.0,March
Accessories,Shoes,RAIT,UK9,90,229,70.0,April
Accessories,College Badge,Bhavan's College,Adjustable,120,326,90.0,June
Bags & Cases,Backpack,Rizvi College,17-inch,760,348,660.0,December
Gadgets,Earphones,Rizvi College,256GB,1280,145,700.0,August
Apparel,Hoodie,VIIT,M,480,86,260.0,July
Gadgets,Powerbank,VESIT,256GB,880,273,720.0,December
Apparel,Hoodie,VESIT,L,400,394,230.0,April
Gadgets,Earphones,NMIMS,32GB,1340,88,850.0,September
Gadgets,Powerbank,Sinhgad College,32GB,700,310,460.0,February
Stationery,Pen Set,Mumbai University,A4,60,358,40.0,September
Accessories,College Socks,Mumbai University,Small,150,397,80.0,July
Apparel,Sweatshirt,NMIMS,M,410,438,230.0,July
Accessories,College Socks,VIIT,Small,390,326,280.0,January
Gadgets,Powerbank,Mumbai University,32GB,1400,356,1230.0,April
Apparel,Hoodie,VESIT,L,720,10,570.0,August
Stationery,Branded Notebook,Thakur College,B5,70,67,40.0,August
Apparel,Hoodie,Bhavan's College,S,550,402,420.0,August
Stationery,Branded Notebook,SIES,A5,100,43,70.0,September
Apparel,Sweatshirt,VIIT,M,700,276,380.0,November
Bags & Cases,College Pouch,SPIT,13-inch,300,94,260.0,May
Apparel,College T-Shirt,Rizvi College,S,380,44,250.0,June
Accessories,Keychain,DY Patil Pune,Adjustable,430,305,260.0,October
Apparel,Jacket,NMIMS,M,400,64,310.0,August
Accessories,College Socks,HR College,Adjustable,330,87,220.0,July
Bags & Cases,Backpack,Fr. Agnel,17-inch,690,235,570.0,June
Stationery,Pen Set,Rizvi College,A5,60,130,30.0,April
Gadgets,Powerbank,St. Xavier's Mumbai,256GB,1010,170,820.0,February
Gadgets,Earphones,Thakur College,128GB,770,336,610.0,June
Gadgets,Pendrive 32GB,MIT WPU,64GB,1070,311,840.0,December
Stationery,Folder,VESIT,A4,110,483,70.0,August
Gadgets,Earphones,VIIT,32GB,780,43,540.0,December
Gadgets,Earphones,Bhavan's College,32GB,1320,68,780.0,December
Apparel,College T-Shirt,COEP,S,490,70,250.0,September
Stationery,Sticky Notes,COEP,B5,140,299,110.0,April
Gadgets,Powerbank,VIT Pune,32GB,550,298,280.0,January
Stationery,Sticky Notes,Fr. Agnel,A4,60,176,40.0,August
Apparel,Jacket,SKNCOE,S,500,115,440.0,December
Bags & Cases,College Pouch,SIES,13-inch,160,275,100.0,August
Stationery,Branded Notebook,SIES,A4,90,59,70.0,August
Stationery,Branded Notebook,Thakur College,A4,60,450,40.0,December
Bags & Cases,Backpack,AISSMS,17-inch,290,466,160.0,November
Accessories,Keychain,Fr. Agnel,Adjustable,130,411,90.0,October
Gadgets,Pendrive 32GB,Thakur College,256GB,1090,138,800.0,October
Accessories,Keychain,Mumbai University,Small,130,167,100.0,November
Stationery,Sticky Notes,HR College,B5,100,435,60.0,July
Accessories,Wrist Band,Thakur College,Large,430,224,270.0,September
Apparel,Sweatshirt,COEP,M,710,301,390.0,March
Apparel,Sweatshirt,NMIMS,M,770,255,600.0,November
Accessories,College Badge,Thakur College,Small,470,24,390.0,November
Bags & Cases,Backpack,COEP,13-inch,390,283,210.0,August
Apparel,Hoodie,VIT Pune,M,470,314,290.0,June
Gadgets,Powerbank,DY Patil Pune,32GB,870,243,670.0,September
